,date,cases_new,cases_active,cases_recovered,cases_child,cases_adolescent,cases_adult,cases_elderly,rtk-ag,pcr,deaths_new,deaths_bid,beds_pkrc,pkrc_covid,beds_hosp,hosp_covid,beds_icu,beds_icu_total,beds_icu_covid,vent,icu_covid,daily,daily_partial,daily_full,cumul,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,perc_child_case,perc_adolescent_case,perc_adult_case,perc_elderly_case,cases_new_lag14,pkrc_beds_acive_cases,hosp_beds_active_cases,icu_beds_acive_cases,vent_icu_beds,seg_km1,seg_km2,seg_km_final
75,2020-04-09,109,2553,121,4.0,4.0,85.0,15.0,0.0,8025.0,2.0,0.0,2753.0,618.0,24489.0,1458.0,560.0,678.0,300.0,883.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6999999999999997,3.6999999999999997,78.0,13.8,235.0,24.2,57.099999999999994,3.1,1117.7,0,4,0
76,2020-04-10,118,2446,222,2.0,11.0,84.0,20.0,0.0,10153.0,3.0,0.0,2765.0,621.0,24489.0,1302.0,562.0,678.0,300.0,889.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,9.3,71.2,16.900000000000002,130.0,25.4,53.2,3.3000000000000003,1111.2,0,4,0
77,2020-04-11,184,2462,165,14.0,9.0,116.0,18.0,0.0,9435.0,3.0,0.0,2815.0,719.0,24489.0,1372.0,562.0,678.0,300.0,889.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.9,63.0,9.8,159.0,29.2,55.7,2.7,1347.0,0,4,0
78,2020-04-12,153,2497,113,13.0,7.0,85.0,17.0,0.0,7209.0,5.0,0.0,2876.0,788.0,24489.0,1362.0,562.0,678.0,300.0,889.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,4.6,55.60000000000001,11.1,150.0,31.6,54.50000000000001,2.5,1433.9,0,4,0
79,2020-04-13,134,2462,168,3.0,12.0,99.0,9.0,0.0,5874.0,1.0,0.0,2876.0,750.0,24489.0,1311.0,562.0,678.0,300.0,899.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,9.0,73.9,6.7,156.0,30.5,53.2,2.5,1473.8,0,4,0
80,2020-04-14,170,2427,202,6.0,10.0,126.0,23.0,0.0,7748.0,3.0,0.0,2889.0,749.0,24489.0,1260.0,562.0,678.0,300.0,899.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,5.8999999999999995,74.1,13.5,140.0,30.9,51.9,2.1999999999999997,1664.8,0,4,0
81,2020-04-15,85,2341,169,3.0,3.0,55.0,24.0,0.0,9797.0,2.0,0.0,2884.0,748.0,24489.0,1243.0,562.0,678.0,300.0,899.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,3.5000000000000004,64.7,28.199999999999996,142.0,32.0,53.1,2.1999999999999997,1728.8,0,4,0
82,2020-04-16,110,2330,119,15.0,15.0,63.0,15.0,0.0,9395.0,2.0,0.0,2898.0,725.0,24489.0,1226.0,562.0,678.0,300.0,899.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001,13.600000000000001,57.3,13.600000000000001,208.0,31.1,52.6,2.1,1872.8999999999999,0,4,0
83,2020-04-17,69,2197,201,8.0,6.0,44.0,8.0,0.0,9300.0,1.0,0.0,2944.0,720.0,24489.0,1225.0,562.0,624.0,352.0,1034.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600000000000001,8.7,63.800000000000004,11.600000000000001,217.0,32.800000000000004,55.800000000000004,2.1999999999999997,2154.2000000000003,0,4,0
84,2020-04-18,54,2116,135,4.0,3.0,39.0,8.0,0.0,9648.0,0.0,0.0,2944.0,719.0,24489.0,1194.0,562.0,624.0,352.0,1034.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3999999999999995,5.6000000000000005,72.2,14.799999999999999,150.0,34.0,56.39999999999999,2.3,2110.2,0,4,0
85,2020-04-19,84,2104,95,4.0,6.0,67.0,3.0,0.0,9111.0,1.0,0.0,2968.0,672.0,24489.0,1183.0,562.0,678.0,414.0,1028.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.1,79.80000000000001,3.5999999999999996,179.0,31.900000000000002,56.2,2.1999999999999997,2187.2,0,4,0
86,2020-04-20,36,2041,98,2.0,3.0,26.0,5.0,0.0,9300.0,1.0,0.0,3034.0,641.0,24489.0,1142.0,562.0,678.0,414.0,803.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,8.3,72.2,13.900000000000002,131.0,31.4,56.00000000000001,2.3,1708.5,0,4,0
87,2020-04-21,57,2042,54,1.0,9.0,43.0,4.0,0.0,10003.0,2.0,0.0,3638.0,629.0,24489.0,1091.0,562.0,694.0,422.0,803.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,15.8,75.4,7.000000000000001,170.0,30.8,53.400000000000006,2.1999999999999997,1784.4,0,4,0
88,2020-04-22,50,1987,103,0.0,4.0,33.0,5.0,0.0,12184.0,2.0,0.0,3638.0,614.0,24489.0,1044.0,562.0,702.0,422.0,803.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,66.0,10.0,156.0,30.9,52.5,2.1,1911.9,0,4,0
89,2020-04-23,71,1967,90,2.0,4.0,39.0,4.0,0.0,12733.0,1.0,0.0,3638.0,592.0,24489.0,998.0,562.0,702.0,422.0,803.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,5.6000000000000005,54.900000000000006,5.6000000000000005,109.0,30.099999999999998,50.7,2.1,1958.5,0,4,0
90,2020-04-24,88,1933,121,3.0,7.0,37.0,2.0,0.0,15587.0,1.0,0.0,3638.0,566.0,24489.0,984.0,562.0,702.0,422.0,803.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,8.0,42.0,2.3,118.0,29.299999999999997,50.9,2.1,2007.5,0,4,0
91,2020-04-25,51,1883,99,2.0,3.0,19.0,6.0,0.0,13959.0,2.0,0.0,3873.0,597.0,24489.0,965.0,562.0,702.0,422.0,805.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.8999999999999995,37.3,11.799999999999999,184.0,31.7,51.2,2.0,2118.4,0,4,0
92,2020-04-26,38,1821,100,1.0,2.0,22.0,8.0,0.0,9442.0,0.0,0.0,3873.0,539.0,24489.0,944.0,562.0,702.0,422.0,805.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.3,57.9,21.099999999999998,153.0,29.599999999999998,51.800000000000004,2.1,2118.4,0,4,0
93,2020-04-27,40,1765,95,4.0,0.0,18.0,2.0,0.0,12329.0,1.0,0.0,3873.0,550.0,24489.0,912.0,562.0,702.0,422.0,816.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,45.0,5.0,134.0,31.2,51.7,2.1999999999999997,2092.2999999999997,0,4,0
94,2020-04-28,31,1720,75,1.0,1.0,17.0,4.0,0.0,12571.0,1.0,0.0,3873.0,566.0,24489.0,865.0,562.0,702.0,422.0,819.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,54.800000000000004,12.9,170.0,32.9,50.3,2.1,2275.0,0,4,0
95,2020-04-29,94,1758,55,0.0,9.0,81.0,1.0,0.0,14472.0,1.0,0.0,3873.0,563.0,24489.0,782.0,562.0,702.0,422.0,819.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,86.2,1.0999999999999999,85.0,32.0,44.5,2.0,2275.0,0,4,0
96,2020-04-30,57,1729,84,3.0,3.0,45.0,5.0,0.0,12042.0,2.0,0.0,3873.0,570.0,24489.0,758.0,562.0,702.0,422.0,822.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,78.9,8.799999999999999,110.0,33.0,43.8,1.7000000000000002,2834.5,0,4,0
97,2020-05-01,69,1759,39,1.0,3.0,35.0,1.0,0.0,14009.0,0.0,0.0,3875.0,560.0,24489.0,732.0,562.0,702.0,422.0,822.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,4.3,50.7,1.4000000000000001,69.0,31.8,41.6,1.5,3161.5,0,4,0
98,2020-05-02,105,1747,116,6.0,4.0,86.0,5.0,0.0,11153.0,1.0,0.0,3875.0,572.0,24489.0,747.0,562.0,702.0,422.0,822.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.8,81.89999999999999,4.8,54.0,32.7,42.8,1.5,3161.5,0,4,0
99,2020-05-03,122,1781,87,2.0,18.0,89.0,3.0,0.0,12537.0,1.0,0.0,3875.0,568.0,24489.0,787.0,562.0,702.0,422.0,822.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,14.799999999999999,73.0,2.5,84.0,31.900000000000002,44.2,1.5,3161.5,0,4,0
100,2020-05-04,55,1765,71,2.0,3.0,43.0,0.0,0.0,9831.0,0.0,0.0,3867.0,576.0,24489.0,772.0,565.0,721.0,422.0,834.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,5.5,78.2,0.0,36.0,32.6,43.7,1.4000000000000001,3336.0,0,4,0
101,2020-05-05,30,1710,83,0.0,0.0,23.0,2.0,0.0,10935.0,2.0,0.0,3875.0,551.0,24489.0,696.0,565.0,721.0,422.0,834.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,6.7,57.0,32.2,40.699999999999996,1.2,4170.0,0,4,0
102,2020-05-06,45,1620,135,0.0,3.0,34.0,5.0,35.0,12860.0,0.0,0.0,3875.0,545.0,24512.0,648.0,565.0,721.0,422.0,838.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,75.6,11.1,50.0,33.6,40.0,1.0,4929.4,0,4,0
103,2020-05-07,39,1584,74,0.0,2.0,25.0,4.0,12.0,13722.0,1.0,0.0,3875.0,539.0,24546.0,623.0,565.0,721.0,422.0,838.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,64.1,10.299999999999999,71.0,34.0,39.300000000000004,1.0999999999999999,4929.4,0,4,0
104,2020-05-08,68,1564,88,0.0,1.0,65.0,1.0,23.0,11700.0,0.0,0.0,3875.0,534.0,24546.0,617.0,565.0,721.0,422.0,844.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,95.6,1.5,88.0,34.1,39.5,1.0999999999999999,4964.7,0,4,0
105,2020-05-09,54,1552,65,0.0,0.0,47.0,1.0,0.0,10417.0,1.0,0.0,3875.0,514.0,24546.0,600.0,565.0,721.0,422.0,844.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.9,51.0,33.1,38.7,1.0,5275.0,0,4,0
106,2020-05-10,67,1522,96,1.0,5.0,57.0,1.0,27.0,10115.0,1.0,0.0,3875.0,473.0,24546.0,601.0,565.0,721.0,422.0,844.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.5,85.1,1.5,38.0,31.1,39.5,0.8999999999999999,6028.6,0,4,0
107,2020-05-11,70,1504,88,5.0,3.0,56.0,4.0,23.0,9784.0,0.0,0.0,3875.0,420.0,24546.0,621.0,565.0,721.0,422.0,844.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.3,80.0,5.7,40.0,27.900000000000002,41.3,1.2,4688.900000000001,0,4,0
108,2020-05-12,16,1409,110,0.0,0.0,8.0,1.0,20.0,10483.0,1.0,0.0,3875.0,405.0,24546.0,609.0,565.0,721.0,422.0,844.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.2,31.0,28.7,43.2,1.0999999999999999,5275.0,0,4,0
109,2020-05-13,37,1386,58,2.0,0.0,32.0,2.0,58.0,10372.0,2.0,1.0,3875.0,410.0,24546.0,548.0,565.0,721.0,422.0,844.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,86.5,5.4,94.0,29.599999999999998,39.5,1.0999999999999999,5626.700000000001,0,4,0
110,2020-05-14,40,1356,70,0.0,2.0,23.0,0.0,13.0,12010.0,0.0,0.0,3875.0,382.0,24546.0,541.0,565.0,721.0,422.0,844.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,57.49999999999999,0.0,57.0,28.199999999999996,39.900000000000006,1.0,6492.3,0,4,0
111,2020-05-15,36,1304,88,0.0,1.0,21.0,4.0,48.0,11552.0,0.0,0.0,3875.0,369.0,24546.0,533.0,565.0,721.0,422.0,844.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,58.3,11.1,69.0,28.299999999999997,40.9,0.8999999999999999,7033.3,0,4,0
112,2020-05-16,17,1248,73,1.0,1.0,14.0,1.0,32.0,11376.0,0.0,0.0,3875.0,368.0,24546.0,485.0,596.0,825.0,430.0,959.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8999999999999995,5.8999999999999995,82.39999999999999,5.8999999999999995,105.0,29.5,38.9,1.0,7376.900000000001,0,4,0
113,2020-05-17,22,1211,59,0.0,1.0,17.0,1.0,122.0,8823.0,0.0,0.0,3875.0,341.0,24546.0,475.0,596.0,825.0,430.0,959.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,77.3,4.5,122.0,28.199999999999996,39.2,1.4000000000000001,5641.2,0,4,0
114,2020-05-18,47,1213,44,0.0,1.0,36.0,2.0,139.0,11608.0,1.0,0.0,3729.0,360.0,24546.0,457.0,658.0,889.0,442.0,989.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,76.6,4.3,55.0,29.7,37.7,1.9,4300.0,0,4,0
115,2020-05-19,37,1219,31,1.0,1.0,22.0,5.0,404.0,10587.0,0.0,0.0,3729.0,373.0,24546.0,445.0,658.0,889.0,442.0,989.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,59.5,13.5,30.0,30.599999999999998,36.5,1.2,6593.300000000001,0,4,0
116,2020-05-20,31,1190,60,1.0,1.0,24.0,1.0,487.0,12012.0,0.0,0.0,3729.0,353.0,24546.0,447.0,658.0,889.0,442.0,989.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,77.4,3.2,45.0,29.7,37.6,0.8999999999999999,8990.900000000001,0,4,0
117,2020-05-21,50,1149,90,0.0,2.0,12.0,1.0,514.0,10905.0,1.0,0.0,3729.0,309.0,24546.0,413.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,39.0,26.900000000000002,35.9,0.8999999999999999,9890.0,0,4,0
118,2020-05-22,78,1164,63,0.0,8.0,39.0,2.0,428.0,10864.0,0.0,0.0,3729.0,319.0,24546.0,408.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999999,50.0,2.6,68.0,27.400000000000002,35.099999999999994,0.8999999999999999,9890.0,0,4,0
119,2020-05-23,48,1159,53,2.0,0.0,41.0,4.0,401.0,9694.0,0.0,0.0,3679.0,339.0,24546.0,379.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,85.39999999999999,8.3,54.0,29.2,32.7,0.8999999999999999,9890.0,0,4,0
120,2020-05-24,60,1186,33,1.0,3.0,51.0,2.0,444.0,7144.0,0.0,0.0,3679.0,363.0,24546.0,389.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,5.0,85.0,3.3000000000000003,67.0,30.599999999999998,32.800000000000004,0.8,9890.0,0,4,0
121,2020-05-25,172,1324,34,0.0,2.0,89.0,2.0,133.0,7609.0,0.0,0.0,3679.0,380.0,24546.0,404.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,51.7,1.2,70.0,28.7,30.5,0.8,9890.0,0,4,0
122,2020-05-26,187,1449,62,1.0,1.0,107.0,2.0,286.0,7029.0,0.0,0.0,3679.0,441.0,24546.0,414.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,57.199999999999996,1.0999999999999999,16.0,30.4,28.599999999999998,0.7000000000000001,9890.0,0,4,0
123,2020-05-27,15,1422,42,1.0,0.0,12.0,0.0,652.0,7569.0,0.0,0.0,3679.0,610.0,24546.0,393.0,658.0,889.0,440.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,80.0,0.0,37.0,42.9,27.6,0.7000000000000001,9890.0,0,4,0
124,2020-05-28,10,1346,86,0.0,1.0,5.0,0.0,612.0,10261.0,0.0,0.0,3679.0,620.0,24546.0,300.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,40.0,46.1,22.3,0.7000000000000001,9890.0,1,4,0
125,2020-05-29,103,1383,66,1.0,3.0,71.0,1.0,1046.0,12048.0,0.0,0.0,3679.0,630.0,24546.0,265.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9000000000000004,68.89999999999999,1.0,36.0,45.6,19.2,0.7000000000000001,9890.0,1,4,0
126,2020-05-30,30,1318,95,0.0,3.0,10.0,4.0,353.0,8962.0,0.0,0.0,3679.0,615.0,24546.0,325.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.300000000000004,13.3,17.0,46.7,24.7,0.8,9890.0,0,4,0
127,2020-05-31,57,1352,23,1.0,2.0,48.0,1.0,243.0,8388.0,0.0,0.0,3679.0,627.0,24546.0,310.0,658.0,889.0,442.0,989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,3.5000000000000004,84.2,1.7999999999999998,22.0,46.400000000000006,22.900000000000002,0.7000000000000001,9890.0,0,4,0
128,2020-06-01,38,1339,51,3.0,1.0,31.0,0.0,592.0,7551.0,0.0,0.0,3679.0,677.0,24546.0,337.0,658.0,889.0,442.0,989.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,2.6,81.6,0.0,47.0,50.6,25.2,0.7000000000000001,10988.9,1,4,0
129,2020-06-02,20,1293,66,1.0,0.0,19.0,0.0,559.0,11619.0,0.0,0.0,3692.0,646.0,24546.0,320.0,658.0,889.0,442.0,989.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,37.0,50.0,24.7,0.6,12362.5,1,4,0
130,2020-06-03,93,1325,61,1.0,29.0,57.0,0.0,745.0,11420.0,0.0,0.0,3692.0,647.0,24546.0,282.0,658.0,889.0,442.0,989.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,31.2,61.3,0.0,31.0,48.8,21.3,0.6,12362.5,1,0,0
131,2020-06-04,277,1573,28,1.0,3.0,255.0,2.0,746.0,10684.0,1.0,0.0,3692.0,621.0,24546.0,303.0,658.0,889.0,442.0,989.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0999999999999999,92.10000000000001,0.7000000000000001,50.0,39.5,19.3,0.5,12362.5,1,4,0
132,2020-06-05,19,1540,51,3.0,2.0,11.0,1.0,919.0,12567.0,1.0,0.0,3828.0,832.0,24546.0,322.0,658.0,889.0,442.0,989.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,10.5,57.9,5.3,78.0,54.0,20.9,0.5,14128.6,1,0,0
133,2020-06-06,37,1552,25,3.0,3.0,23.0,1.0,626.0,10140.0,0.0,0.0,3828.0,834.0,24546.0,314.0,658.0,889.0,442.0,989.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,8.1,62.2,2.7,48.0,53.7,20.200000000000003,0.5,14128.6,1,0,0
134,2020-06-07,19,1532,39,0.0,4.0,12.0,2.0,428.0,7051.0,0.0,0.0,3828.0,843.0,24384.0,312.0,658.0,889.0,442.0,989.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.099999999999998,63.2,10.5,60.0,55.00000000000001,20.4,0.5,14128.6,1,0,0
135,2020-06-08,7,1519,20,1.0,0.0,6.0,0.0,438.0,6273.0,0.0,0.0,4192.0,575.0,24384.0,315.0,658.0,889.0,442.0,989.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.299999999999999,0.0,85.7,0.0,172.0,37.9,20.7,0.4,16483.3,1,4,0
136,2020-06-09,7,1245,281,0.0,0.0,6.0,0.0,1096.0,5658.0,0.0,0.0,4192.0,557.0,24384.0,309.0,658.0,889.0,442.0,989.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0,187.0,44.7,24.8,0.5,16483.3,0,4,0
137,2020-06-10,2,1207,39,0.0,0.0,2.0,0.0,779.0,6634.0,1.0,0.0,4192.0,551.0,24384.0,256.0,658.0,889.0,442.0,989.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,15.0,45.7,21.2,0.4,19780.0,1,4,0
138,2020-06-11,31,1186,51,0.0,1.0,28.0,0.0,2094.0,9486.0,1.0,1.0,4192.0,555.0,24384.0,226.0,658.0,889.0,442.0,989.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,90.3,0.0,10.0,46.800000000000004,19.1,0.4,19780.0,1,4,0
139,2020-06-12,33,1114,103,1.0,1.0,24.0,1.0,1270.0,5851.0,2.0,1.0,4192.0,506.0,24384.0,214.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,72.7,3.0,103.0,45.4,19.2,0.4,24050.0,1,4,0
140,2020-06-13,43,1014,143,12.0,8.0,21.0,2.0,1269.0,5468.0,0.0,0.0,4192.0,453.0,24384.0,211.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.900000000000002,18.6,48.8,4.7,30.0,44.7,20.8,0.4,24050.0,1,0,0
141,2020-06-14,8,987,35,0.0,0.0,3.0,1.0,1211.0,4618.0,0.0,0.0,4192.0,424.0,24384.0,222.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,57.0,43.0,22.5,0.4,24050.0,0,4,0
142,2020-06-15,41,974,54,7.0,3.0,27.0,2.0,1170.0,2912.0,0.0,0.0,2992.0,406.0,24384.0,227.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,7.3,65.9,4.9,38.0,41.699999999999996,23.3,0.4,24050.0,1,4,0
143,2020-06-16,11,652,333,0.0,1.0,9.0,0.0,1579.0,4819.0,0.0,0.0,2992.0,110.0,24384.0,240.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,81.8,0.0,20.0,16.900000000000002,36.8,0.6,24050.0,0,4,0
144,2020-06-17,10,522,140,2.0,1.0,4.0,3.0,2183.0,4167.0,0.0,0.0,2992.0,98.0,24361.0,227.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,40.0,30.0,93.0,18.8,43.5,0.8,24050.0,0,4,0
145,2020-06-18,14,409,127,0.0,0.0,13.0,1.0,1705.0,4262.0,0.0,0.0,2992.0,74.0,24361.0,217.0,658.0,889.0,442.0,962.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,7.1,277.0,18.099999999999998,53.1,1.0,24050.0,0,4,0
146,2020-06-19,6,345,70,0.0,1.0,4.0,1.0,1497.0,4824.0,0.0,0.0,2992.0,55.0,24224.0,208.0,658.0,889.0,442.0,962.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,66.7,16.7,19.0,15.9,60.3,0.8999999999999999,32066.699999999997,0,4,0
147,2020-06-20,21,290,76,0.0,6.0,5.0,3.0,1272.0,4390.0,0.0,0.0,2992.0,48.0,24224.0,197.0,658.0,889.0,442.0,962.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.599999999999998,23.799999999999997,14.299999999999999,37.0,16.6,67.9,1.0,32066.699999999997,0,4,0
148,2020-06-21,16,296,10,0.0,0.0,14.0,2.0,1053.0,4196.0,0.0,0.0,2992.0,62.0,24224.0,191.0,658.0,889.0,442.0,962.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,19.0,20.9,64.5,1.0,32066.699999999997,0,4,0
